point_id,state,latitude,longitude,elevation_m,slope_deg,aspect_deg,lithology_factor,fault_dist_km,river_dist_km,ndvi,soil_thickness_m,rain_24h_mm,rain_72h_ari_mm,soil_moisture_pct,factor_of_safety,landslide_occurred,hazard_severity
PT-1107,Tripura,24.51362,91.54568,1392,40.18,22,0.6,6.18,0.27,0.44,1.14,29.2,171.5,85.8,1.77,1,SEVERE
PT-1108,Assam (Dima Hasao),25.0755,92.70826,1948,45.71,51,0.86,4.75,0.88,0.3,2.07,45.1,167.6,79.9,1.09,0,MODERATE
PT-1109,Meghalaya,24.86846,92.92553,2168,36.0,192,0.93,6.07,0.68,0.51,2.9,24.4,107.1,66.8,1.13,0,MODERATE
PT-1110,Manipur,24.97456,93.43723,1837,39.63,216,0.96,4.68,1.03,0.43,1.06,152.9,294.6,98.0,1.82,1,SEVERE
PT-1111,Assam (Dima Hasao),25.50751,93.37632,2058,38.91,189,0.81,5.3,0.9,0.37,2.39,20.1,82.8,59.3,1.22,0,MODERATE
PT-1112,Arunachal Pradesh,27.70438,91.66643,2318,44.91,345,0.81,6.34,0.35,0.32,1.4,25.3,199.4,88.7,1.42,1,SEVERE
PT-1113,Tripura,23.69274,91.4112,1829,24.87,14,0.55,6.49,1.59,0.48,1.82,27.7,200.5,89.4,1.77,0,LOW
PT-1114,Manipur,25.85205,93.42734,1884,45.68,55,0.88,4.82,0.93,0.4,3.18,103.8,147.3,78.4,0.84,1,HIGH
PT-1115,Arunachal Pradesh,27.51291,92.19271,2393,57.45,228,0.75,4.67,1.76,0.33,2.4,8.0,41.3,50.7,1.03,0,MODERATE
PT-1116,Assam (Dima Hasao),25.20451,92.68457,1626,35.52,116,0.85,6.98,1.63,0.51,2.17,21.6,171.7,79.5,1.25,0,LOW
PT-1117,Mizoram,24.25759,92.31979,2576,47.77,355,0.92,4.55,1.95,0.33,2.66,7.1,133.6,73.7,0.93,1,HIGH
PT-1118,Mizoram,23.90339,92.45225,2317,27.95,100,0.94,3.0,0.39,0.47,3.06,17.8,121.4,74.4,1.32,0,LOW
PT-1119,Tripura,24.13861,91.99495,1574,27.27,224,0.71,7.27,0.53,0.55,2.42,12.5,55.5,54.1,1.7,0,LOW
PT-1120,Manipur,25.4821,94.40358,1934,43.61,6,0.92,3.16,1.88,0.4,1.85,2.1,71.4,62.1,1.3,0,LOW
PT-1121,Sikkim,27.19394,89.1932,2228,48.59,279,0.88,2.39,1.41,0.3,2.87,5.5,162.0,84.3,0.84,1,SEVERE
PT-1122,Nagaland,25.69764,94.24819,2405,32.24,146,0.9,2.67,0.99,0.56,1.61,55.4,129.7,71.2,1.69,0,LOW
PT-1123,Sikkim,27.72102,88.25232,2197,35.07,33,0.88,4.42,1.05,0.5,1.24,34.3,199.5,91.2,1.76,0,LOW
PT-1124,Arunachal Pradesh,27.26911,91.96491,2648,48.99,257,0.82,2.24,1.23,0.32,2.37,221.9,324.0,98.0,0.89,1,SEVERE
PT-1125,Sikkim,27.09729,89.18234,2334,30.39,245,0.8,6.58,1.53,0.46,1.51,43.8,221.6,94.2,1.66,0,LOW
PT-1126,Manipur,25.51257,93.63004,2304,41.41,285,0.92,5.24,0.44,0.36,2.25,186.0,363.6,98.0,1.0,1,SEVERE
PT-1127,Tripura,23.3561,92.35394,2313,34.54,107,0.73,7.82,1.18,0.39,2.27,12.6,47.6,58.6,1.38,0,LOW
PT-1128,Sikkim,26.95214,88.21087,2271,44.71,267,0.86,3.42,0.34,0.44,2.12,35.2,142.3,79.3,1.09,0,MODERATE
PT-1129,Tripura,24.17784,91.39604,1519,12.78,96,0.6,9.98,0.71,0.71,1.52,131.9,254.1,98.0,3.0,0,LOW
PT-1130,Nagaland,25.78756,94.29614,1890,40.36,281,0.93,3.04,0.75,0.47,2.3,40.6,61.4,55.5,1.23,0,MODERATE
PT-1131,Sikkim,27.27845,88.90192,2255,42.54,142,0.97,9.62,1.34,0.39,1.16,58.4,145.3,81.7,1.72,1,HIGH
PT-1132,Manipur,25.1665,93.53043,2171,48.79,189,0.85,3.23,0.29,0.4,3.18,16.6,164.9,81.7,0.79,1,SEVERE
PT-1133,Nagaland,25.55859,94.37153,2025,44.13,316,0.89,4.35,0.13,0.43,2.67,39.7,103.2,64.1,1.02,0,MODERATE
PT-1134,Manipur,24.85117,94.14832,1711,40.0,276,0.88,5.03,1.99,0.43,2.04,34.7,129.8,74.7,1.22,0,MODERATE
PT-1135,Arunachal Pradesh,27.01676,92.21342,2483,37.58,39,0.83,7.18,0.15,0.45,1.28,11.0,171.4,85.3,1.68,1,SEVERE
PT-1136,Arunachal Pradesh,27.52546,92.40607,2278,34.49,95,0.8,2.4,0.27,0.52,2.67,30.7,199.9,93.4,1.04,0,MODERATE
PT-1137,Tripura,23.75345,91.8626,1678,29.69,249,0.62,9.06,1.51,0.44,1.65,40.3,71.2,62.4,1.85,0,LOW
PT-1138,Meghalaya,24.8464,92.49026,1605,21.11,223,0.78,3.64,1.37,0.57,2.13,2.7,134.4,79.5,1.99,0,LOW
PT-1139,Mizoram,23.98521,92.54973,2117,43.06,283,0.84,3.67,1.12,0.44,1.7,10.7,165.1,77.7,1.3,0,LOW
PT-1140,Arunachal Pradesh,27.57633,91.25007,1967,28.21,25,0.73,2.77,2.04,0.58,1.9,25.7,75.6,58.0,1.82,0,LOW
PT-1141,Tripura,24.51026,91.85372,1477,35.02,143,0.53,6.23,1.19,0.53,2.8,58.4,191.7,84.6,1.06,0,MODERATE
PT-1142,Meghalaya,25.70242,91.84699,1903,44.75,191,0.73,3.37,1.75,0.45,2.41,7.7,41.9,52.9,1.13,0,MODERATE
PT-1143,Sikkim,27.4625,89.01261,2159,44.72,336,0.8,2.51,0.27,0.44,2.64,84.9,230.9,91.3,0.89,1,SEVERE
PT-1144,Meghalaya,24.74953,91.79939,2219,43.18,160,0.87,3.21,1.12,0.46,2.83,44.5,154.2,77.0,0.94,1,HIGH
PT-1145,Arunachal Pradesh,27.81895,91.5224,1843,35.84,267,0.81,3.75,1.3,0.51,1.91,14.9,187.7,89.0,1.28,0,LOW
PT-1146,Manipur,25.6636,93.52571,1736,29.5,72,0.98,3.56,0.75,0.51,1.47,39.8,60.7,56.7,2.05,0,LOW
PT-1147,Meghalaya,24.93215,92.43378,1901,31.92,93,0.74,8.77,0.55,0.55,2.74,14.8,155.9,82.5,1.17,0,MODERATE
PT-1148,Arunachal Pradesh,28.02563,91.43166,2273,36.48,139,0.92,2.93,1.67,0.44,2.29,63.2,119.7,69.3,1.25,0,LOW
PT-1149,Assam (Dima Hasao),25.22659,93.57121,2254,32.77,322,0.95,4.88,2.02,0.48,1.73,84.7,252.7,98.0,1.4,0,LOW
PT-1150,Manipur,25.09213,94.16385,2396,33.72,203,0.82,5.08,1.63,0.39,1.07,45.6,114.2,65.5,2.2,0,LOW
PT-1151,Mizoram,23.99674,92.9093,1767,27.27,51,0.96,17.15,1.07,0.52,1.85,35.9,74.4,64.4,1.85,0,LOW
PT-1152,Tripura,24.13837,91.31478,1506,24.67,12,0.61,8.43,2.03,0.51,3.02,141.1,268.7,98.0,1.25,0,LOW
PT-1153,Nagaland,25.88023,93.60869,1807,49.69,289,0.87,10.67,0.12,0.39,2.67,7.3,75.0,59.9,0.97,1,HIGH
PT-1154,Meghalaya,25.59781,92.17643,1550,39.39,301,0.78,5.71,1.4,0.35,1.62,27.2,168.4,84.1,1.38,1,SEVERE
PT-1155,Meghalaya,25.06643,92.42089,1828,46.68,302,0.86,5.78,2.02,0.39,2.82,202.5,265.0,98.0,0.8,1,SEVERE
PT-1156,Assam (Dima Hasao),25.7338,93.33743,2066,46.45,296,0.78,4.81,0.36,0.29,1.47,47.3,222.7,91.8,1.34,1,SEVERE
PT-1157,Nagaland,25.73131,94.14223,1696,54.78,334,0.87,4.89,1.97,0.37,1.79,16.0,92.7,66.1,1.22,0,MODERATE
PT-1158,Meghalaya,24.56485,92.22551,2134,43.51,249,0.84,5.35,1.45,0.37,1.94,42.1,66.8,60.2,1.27,0,LOW
PT-1159,Tripura,23.893,91.30291,1464,24.13,245,0.63,8.96,0.36,0.61,1.48,94.3,159.9,82.2,2.16,0,LOW
PT-1160,Arunachal Pradesh,28.01427,91.27461,2582,37.51,80,0.79,1.52,0.44,0.41,1.02,211.2,277.9,98.0,1.93,1,SEVERE
PT-1161,Manipur,24.88037,93.54692,2078,33.35,31,0.92,5.71,1.3,0.52,1.48,20.1,50.8,51.3,1.88,0,LOW
PT-1162,Sikkim,27.41558,88.77178,1851,53.18,23,0.85,2.01,1.71,0.31,3.01,13.9,53.9,60.9,0.87,1,HIGH
PT-1163,Nagaland,25.54083,93.92289,1699,41.87,3,0.86,5.34,2.11,0.47,2.0,49.8,156.6,84.3,1.15,1,HIGH
PT-1164,Tripura,23.70793,91.92871,1907,27.8,303,0.68,6.93,0.93,0.48,2.85,81.5,126.1,67.8,1.43,0,LOW
PT-1165,Meghalaya,25.05909,92.18447,2307,38.24,237,0.91,6.17,0.36,0.5,1.25,42.9,95.1,68.4,1.8,0,LOW
PT-1166,Sikkim,26.94712,88.51774,2227,45.3,311,0.93,2.47,0.84,0.44,2.73,120.3,254.6,98.0,0.83,1,SEVERE
PT-1167,Nagaland,25.60048,94.31736,2160,33.83,190,0.87,4.5,1.63,0.53,2.25,180.2,222.8,95.9,1.15,0,MODERATE
PT-1168,Manipur,25.32722,93.47335,2470,58.0,173,0.97,4.63,1.71,0.3,2.89,193.4,308.8,98.0,0.77,1,SEVERE
PT-1169,Tripura,24.39906,92.21445,2591,22.87,159,0.7,8.68,2.19,0.5,2.59,0.1,44.4,51.9,1.97,0,LOW
PT-1170,Mizoram,23.76399,92.86033,1985,42.86,339,0.96,2.95,0.29,0.36,3.17,37.9,205.5,93.8,0.8,1,SEVERE
PT-1171,Nagaland,25.15925,94.55873,2041,48.48,100,0.94,5.3,1.65,0.38,1.28,49.0,109.7,71.3,1.57,0,LOW
PT-1172,Meghalaya,24.77282,91.91744,1657,34.18,65,0.87,3.47,0.88,0.42,2.98,27.7,111.7,73.4,1.12,0,MODERATE
PT-1173,Manipur,24.96416,93.65645,1535,32.21,176,0.93,5.26,2.06,0.47,2.01,43.9,159.7,77.4,1.43,0,LOW
PT-1174,Nagaland,25.90054,94.17211,2156,42.25,349,0.98,5.39,1.66,0.39,1.83,43.7,85.0,66.2,1.31,0,LOW
PT-1175,Assam (Dima Hasao),24.7132,93.35219,2695,33.76,277,0.92,4.17,0.91,0.41,2.25,14.1,48.7,55.6,1.44,0,LOW
PT-1176,Sikkim,27.17027,88.66862,2763,32.24,201,0.87,5.5,1.97,0.46,2.54,8.8,108.3,67.8,1.32,0,LOW
PT-1177,Arunachal Pradesh,27.05253,91.94746,1737,46.36,153,0.85,2.95,1.01,0.44,2.51,13.5,65.6,58.6,1.05,0,MODERATE
PT-1178,Sikkim,27.09276,88.72542,2467,44.42,86,0.86,3.42,1.85,0.31,3.13,77.0,201.8,93.6,0.79,1,SEVERE
PT-1179,Arunachal Pradesh,28.10901,91.91577,2813,39.19,51,0.86,6.25,1.44,0.5,2.17,214.6,386.4,98.0,1.06,1,SEVERE
PT-1180,Manipur,24.83702,93.70812,2731,32.79,43,0.92,5.12,0.9,0.43,2.23,44.9,178.7,88.9,1.24,0,MODERATE
PT-1181,Mizoram,24.25668,93.27893,2507,42.77,29,0.84,3.47,0.62,0.47,3.09,58.5,86.3,66.1,0.95,1,HIGH
PT-1182,Arunachal Pradesh,27.99801,91.8848,2529,37.98,136,0.79,3.07,1.63,0.5,2.24,20.1,109.9,70.0,1.22,0,MODERATE
PT-1183,Mizoram,23.98609,93.24129,2040,45.86,102,0.84,3.49,0.88,0.36,2.89,133.8,246.9,98.0,0.79,1,SEVERE
PT-1184,Nagaland,25.59709,94.47713,2320,42.28,146,0.87,4.42,2.01,0.41,3.04,46.3,111.8,65.5,0.97,1,HIGH
PT-1185,Arunachal Pradesh,27.20244,91.72892,2820,52.23,190,0.84,2.76,1.87,0.26,2.88,30.2,207.0,86.9,0.8,1,SEVERE
PT-1186,Arunachal Pradesh,27.9123,91.9562,2490,47.49,62,0.91,2.34,2.2,0.43,2.43,14.2,177.2,88.4,0.93,1,SEVERE
PT-1187,Nagaland,25.4412,93.77008,2684,34.68,28,0.89,3.83,1.48,0.45,1.23,45.7,65.6,60.9,1.99,0,LOW
PT-1188,Nagaland,25.67482,94.027,2331,36.19,61,0.82,5.77,1.04,0.52,2.23,11.7,161.3,82.1,1.19,1,SEVERE
PT-1189,Meghalaya,25.02953,92.84701,1800,37.71,348,0.86,6.04,0.2,0.44,2.41,52.2,201.8,84.6,1.09,1,SEVERE
PT-1190,Manipur,25.61596,94.47037,1905,40.28,227,0.88,3.35,1.0,0.44,1.89,0.2,61.2,54.1,1.39,0,LOW
PT-1191,Sikkim,27.84,88.75516,2427,39.31,224,0.97,2.16,2.05,0.4,2.43,7.1,26.3,47.3,1.27,0,LOW
PT-1192,Meghalaya,25.38539,91.83886,2419,39.26,99,0.75,3.27,0.73,0.5,2.52,125.3,266.2,98.0,0.95,1,SEVERE
PT-1193,Nagaland,25.67325,93.58737,2203,42.73,193,0.92,3.58,0.42,0.44,1.39,32.0,77.8,64.4,1.58,0,LOW
PT-1194,Tripura,24.26091,91.66276,815,22.24,180,0.7,10.91,1.53,0.63,1.33,59.1,208.5,88.1,2.43,0,LOW
PT-1195,Assam (Dima Hasao),25.64235,93.13407,2281,37.83,242,0.9,8.41,1.74,0.39,1.78,27.5,56.9,56.0,1.5,0,LOW
PT-1196,Sikkim,27.29345,88.10997,2559,58.0,23,0.88,3.23,1.15,0.34,2.68,42.3,90.3,60.3,0.92,1,HIGH
PT-1197,Sikkim,27.31967,88.18717,2565,50.74,283,0.82,10.22,1.52,0.35,1.4,98.0,222.9,97.5,1.36,1,SEVERE
PT-1198,Manipur,25.76765,94.33445,2072,32.34,206,0.89,3.98,1.68,0.42,1.46,14.8,143.8,73.2,1.78,0,LOW
PT-1199,Meghalaya,25.61357,92.37003,1620,27.67,149,0.78,3.62,1.28,0.55,2.63,84.6,263.1,98.0,1.22,0,MODERATE
PT-1200,Meghalaya,24.72437,92.91003,2251,29.96,316,0.93,4.23,0.88,0.43,1.86,33.6,167.7,85.5,1.53,0,LOW
